budget,popularity,revenue,runtime,vote_average,vote_count,Drama,Comedy,Thriller,Action,Romance,Adventure,Crime,Science Fiction,Horror,Family,release_year,movie_age,rating_category,runtime_budget,revenue_minute,budget_per_vote,popularity_per_production_company,budget_relative,vote_count_per_year,popularity_score,budget_revenue_ratio,budget_vote_interaction,revenue_per_year,cluster
19.283570703318816,5.020173507037201,21.74857780752812,162.0,7.2,9.375939552625749,0,0,0,1,0,1,0,1,0,0,2009.0,16.0,Good,3123.9384539376483,0.13425048029338346,1.8584891137341766,1.0040347014074402,1.1200498221614277,1.5113937087200222,11.744643816867601,1.1278293912540307,45.11371352212991,1.3592861129705076,2
19.519293035953808,4.942232355707408,20.68348496797515,169.0,6.9,8.412054873292933,0,0,0,1,0,1,0,0,0,0,2007.0,18.0,Good,3298.7605230761937,0.12238748501760444,2.0738609473411116,1.235558088926852,1.1458759095537852,1.3720019783516535,11.080441948966046,1.0596431402447284,43.762085188078075,1.1490824982208416,2
19.316768772590635,4.6856139332345075,20.59619877401982,148.0,6.3,8.404472321352118,0,0,0,1,0,1,1,0,0,0,2015.0,10.0,Average,2858.8817783434138,0.13916350522986365,2.053998152425142,1.1714034833086269,1.1120215277778884,1.2081387795182124,10.501329326331915,1.066234162477765,43.2924592789805,2.059619877401982,0
19.33697147982652,4.730153459825441,20.804789693331283,165.0,7.6,9.11679862756782,1,0,1,1,0,0,1,0,0,0,2012.0,13.0,Very Good,3190.600294171376,0.12608963450503807,1.9113725785876716,0.9460306919650883,1.1231515055141088,1.366419905610614,10.946508236007753,1.0759073474890357,44.749566660186,1.6003684379485603,2
19.376192192825954,3.805038839029222,19.46497446846993,132.0,6.1,7.661527081358517,0,0,0,1,0,1,0,1,0,0,2012.0,13.0,Average,2557.657369453026,0.14746192779143885,2.2370411142081075,1.902519419514611,1.1254295666313117,1.148304743694438,8.21466427305284,1.0045820290571255,41.831087799046344,1.4973057283438407,0
19.36847014676186,4.759604945460906,20.607710897613856,139.0,5.9,8.182279739259018,0,0,0,1,0,1,0,0,0,0,2007.0,18.0,Average,2692.217350399899,0.14825691293247378,2.1093313095169153,1.1899012363652266,1.137021884204813,1.3345257679346925,10.553355489564172,1.0639823765874032,42.94523454992237,1.1448728276452143,0
19.376192192825954,3.9056420704952255,20.198670742638633,100.0,7.4,8.11102783819368,0,0,0,0,0,0,0,0,0,1,2010.0,15.0,Good,1937.6192192825954,0.20198670742638633,2.126674677866796,1.3018806901650752,1.1374752052621386,1.2934242704560697,8.629459640805116,1.0424478938703552,42.81141627995457,1.3465780495092423,1
19.450300164704952,4.907341005283723,21.063590425863644,141.0,7.3,8.81996090128606,0,0,0,1,0,1,0,1,0,0,2015.0,10.0,Good,2742.492323223398,0.1493871661408769,1.98069018402687,1.2268352513209309,1.119708619983287,1.2678650593692227,11.2104139083158,1.0829442346646256,44.432599090333426,2.1063590425863645,0
19.33697147982652,4.604025901544294,20.65494331001405,153.0,7.4,8.574329382787047,0,0,0,0,0,1,0,0,0,1,2009.0,16.0,Good,2958.5566364134575,0.13499962947721603,2.0196685017533427,1.5346753005147649,1.1231515055141088,1.3821748116974935,10.400888129388408,1.0681581307374073,43.683871773047386,1.2909339568758782,0
19.33697147982652,5.054910213205119,20.587744116361193,151.0,5.7,8.854379458771108,0,0,0,1,0,1,0,0,0,0,2016.0,9.0,Average,2919.8826934538047,0.13634267626729268,1.962271856967637,0.7221300304578742,1.1165707525567943,1.261688464413213,11.565209811167405,1.0646829643328353,44.24136588866434,2.2875271240401327,0
19.413932520666354,4.076276021528289,19.784425751123838,154.0,5.4,7.244941546337007,0,0,0,1,0,1,0,1,0,0,2006.0,19.0,Average,2989.7456081826185,0.12847029708521973,2.3546476844692017,0.8152552043056579,1.139690743110324,1.244817579583592,8.599311350414297,1.0190838837037828,40.955629451842505,1.041285565848623,0
19.11382792951231,4.690694558768097,20.188985161495555,106.0,6.1,7.994969522697877,0,0,1,1,0,1,1,0,0,0,2008.0,17.0,Average,2026.065760528305,0.1904621241650524,2.12494638044971,2.3453472793840486,1.1101906333970541,1.2873103119736011,10.30388681047086,1.0562502307726214,41.9866859871249,1.187587362440915,3
19.11382792951231,4.989393809340984,20.78685998699344,151.0,7.0,8.565411763686711,0,0,0,1,0,1,0,0,0,0,2006.0,19.0,Good,2886.188017356359,0.1376613244171751,1.9982232236017656,1.247348452335246,1.122073167478026,1.4716992637711679,11.266817846669571,1.0875299319242024,43.16196032296056,1.094045262473339,0
19.35677410704427,3.912961684730849,18.307399060740746,149.0,5.9,7.7458682297922685,0,0,0,1,0,1,0,0,0,0,2013.0,12.0,Average,2884.159341949596,0.12286845007208555,2.2132478558396977,0.5589945263901213,1.1243017037546117,1.1119554143735308,8.485575875741537,0.9457877102609965,41.97674003194625,1.525616588395062,0
19.23161096461314,4.609142376383708,20.312052517984124,143.0,6.5,8.757783656334167,0,0,0,1,0,1,0,1,0,0,2013.0,12.0,Average,2750.120367939679,0.14204232530058827,1.9708995036110615,0.7681903960639512,1.117031838770684,1.25722058078878,10.499927265439133,1.0561805017457475,43.81086541398893,1.6926710431653438,0
19.23161096461314,4.006944054985661,19.854934957961998,150.0,6.3,7.396948602621014,0,0,0,0,0,1,0,0,0,1,2008.0,17.0,Average,2884.741644691971,0.13236623305307998,2.290309477255846,0.5008680068732076,1.117031838770684,1.1910199515156532,8.526249548065119,1.0324114290007111,40.9223368346189,1.1679373504683528,0
19.20913810886209,4.979822986478345,21.14168528147379,143.0,7.4,9.373903755841548,0,0,0,1,0,1,0,1,0,0,2012.0,13.0,Good,2746.9067495672784,0.14784395301729925,1.8516788434677176,1.6599409954927815,1.1157265453437206,1.4049546566190958,11.649267037701268,1.1006056160177289,44.93580996790949,1.6262834831902917,0
19.755681813316283,4.915693323827812,20.76796555425219,136.0,6.4,8.506940814951886,0,0,0,1,0,1,0,0,0,0,2011.0,14.0,Average,2686.7727266110146,0.15270562907538374,2.0780272222002116,1.228923330956953,1.1474715052578102,1.328984288041596,11.070250218076291,1.0512401318517683,44.490232912213116,1.4834261110180136,0
19.23161096461314,3.9709554480813694,20.25170383727199,106.0,6.2,8.333510708982942,0,1,0,1,0,0,0,1,0,0,2012.0,13.0,Average,2038.5507622489927,0.1910538097855848,2.0604905875453565,0.6618259080135616,1.117031838770684,1.2490212169369106,8.869570666226048,1.0530425076992176,42.9559421419398,1.5578233720978454,3
